,name,price,reserve_met,end_date,Distillery,Age,Vintage,Region,Bottler,Cask Type,Bottled Strength,Bottle Size,Distillery Status,details
5113714,Pappy Van Winkle Family Reserve 15 Year Old 2014,1450,,2023-06-02,Buffalo Trace,15 Year Old,N/A,Kentucky,Official,N/A,53.5% 107 Proof,75cl,Operational,"Pappy Van Winkle Family Reserve 15 Year Old 2014The Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (sonof the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out.This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.The teenager of this family of world renowned American whiskies, now in incredibly high demand!Bottle code: B1471513:01K"
5113818,Pappy Van Winkle 15 Year Old Family Reserve 2013,1551,,2023-06-02,Buffalo Trace,15 Year Old,N/A,"Kentucky, USA",Official,N/A,53.5%,75cl,Operational,"Pappy Van Winkle 15 Year Old Family Reserve 2013The Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (son of the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out. This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.The teenager of this family of world-renowned American whiskies, now in incredibly high demand! Pappy Van Winkle Family Reserve 15 year old replaced the Old Rip Van Winkle of the same age in 2004.This is a 2013 bottling. Laser code:B1327107:46MA historic distillery, Buffalo Trace was built in 1812 Harrison Blanton. It was then purchased by the legendary Edmund Haynes Taylor Jr in 1870, who named it OFC (Old Fashioned Copper) and invested heavily in its modernisation. So much so in fact that he declared himself bankrupt after just seven years, and George T. Stagg stepped in to rescue it, becoming its owner in 1878. He ran the distillery until his retirement in the 1890s, and it was renamed in his honour in 1904. Having survived Prohibition, it was bought up by the Schenley company in 1933, who ran it as part of their extensive portfolio for the next fifty years, eventually selling it to Age International. The latter's new Japanese ownership in 1992 had no interest in it (only in its brands), and immediately sold it to the Sazerac company, who renamed it Buffalo Trace in 1999."
5113806,Pappy Van Winkle 23 Year Old Family Reserve 2013 / Stitzel-Weller,3400,1.0,2023-06-02,Old Fitzgerald (Stitzel-Weller),23 Year Old,N/A,"Kentucky, USA",Official / Buffalo Trace,N/A,95.6 US Proof / 47.8%,75cl,Closed,"Pappy Van Winkle 23 Year Old Family Reserve 2013 / Stitzel-WellerThe Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (sonof the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out.This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.First bottled in 1998, this is the oldest release in the Pappy Van Winkle range and ismatured for an incredible 23 years.This is now one of the most desirable, collectable and stunning bourbon whiskiesin the world.This is the 2013 release and will contain bourbon from Old Fitzgerald distillery (the official name for Stitzel-Weller before it reverted to its historic title when closing).The Stitzel-Weller company was officially established in 1933 at the repeal of National Prohibition in the US. It was the result of a merger between the A. Ph. Stitzel distillery and its biggest customer, W.L. Weller & Sons. The Stitzel-Weller distillery opened on Kentucky Derby day in 1935, and quickly developed a reputation for its high quality wheated bourbon, and its main brands were Old Weller, Old Fitzgerald and Cabin Still. The original ownership was shared between Alex T. Farnsley, Arthur Philip Stitzel and Julian Van Winkle. The former passed-away in 1941 and 1947, respectively, leaving the Van Winkle family as the sole heirs to the business. 'Pappy' died in 1965, having handed the reigns to his son, Julian II the year prior, who ran it until 1972 when the board of directors forced him to sell it to the Norton-Simon subsidiary, Somerset Imports. When they were bought over by the American arm of Scottish distillers, DCL, its subsequent iteration invested heavily in bourbon. So much so in fact, that their newly rebuilt Bernheim distillery had such capacity that Stitzel-Weller was rendered surplus to requirements. It was shut down in 1992. Still part of the Diageo portfolio, it has never re-opened and instead now houses the visitor experience for their Bulleit brand.Bottle number: E-5355, Laser code: B1314218:28K"
5113819,Pappy Van Winkle 20 Year Old Family Reserve 2014,2300,1.0,2023-06-02,Buffalo Trace,20 Year Old,N/A,"Kentucky, USA",Official,N/A,90.4 Proof,75cl,Operational,"Pappy Van Winkle 20 Year Old Family Reserve 2014The Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (sonof the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out.This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.The 20 year old has become quite legendary, particularly after the theft of 65 three-bottle cases in 2013. It is also the expression which first brought the Van Winkle brand to prominence after being awarded an unprecedented score of99 at the Beverage Testing Institute in 1996.Now incredibly hard to find and even harder to buy from any retailer.This bottle is the 2014release.Bottle code: L1415619:03K"
5113815,Pappy Van Winkle 23 Year Old Family Reserve 2014 / Stitzel-Weller,3300,1.0,2023-06-02,Old Fitzgerald (Stitzel-Weller),23 Year Old,,"Kentucky, USA",Official / Buffalo Trace,American oak,47.8%,75cl,Closed,"Pappy Van Winkle 23 Year Old Family Reserve 2014 / Stitzel-WellerThe Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (son of the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out. This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.First bottled in 1998, this is the oldest release in the Pappy Van Winkle range and is matured for an incredible 23 years. This is now one of the most desirable, collectable and stunning bourbon whiskies in the world.This is the 2014release and will contain bourbon from Old Fitzgerald distillery (the official name for Stitzel-Weller before it reverted to its historic title when closing).The Stitzel-Weller company was officially established in 1933 at the repeal of National Prohibition in the US. It was the result of a merger between the A. Ph. Stitzel distillery and its biggest customer, W.L. Weller & Sons. The Stitzel-Weller distillery opened on Kentucky Derby day in 1935, and quickly developed a reputation for its high quality wheated bourbon, and its main brands were Old Weller, Old Fitzgerald and Cabin Still. The original ownership was shared between Alex T. Farnsley, Arthur Philip Stitzel and Julian Van Winkle. The former passed-away in 1941 and 1947, respectively, leaving the Van Winkle family as the sole heirs to the business. 'Pappy' died in 1965, having handed the reigns to his son, Julian II the year prior, who ran it until 1972 when the board of directors forced him to sell it to the Norton-Simon subsidiary, Somerset Imports. When they were bought over by the American arm of Scottish distillers, DCL, its subsequent iteration invested heavily in bourbon. So much so in fact, that their newly rebuilt Bernheim distillery had such capacity that Stitzel-Weller was rendered surplus to requirements. It was shut down in 1992. Still part of the Diageo portfolio, it has never re-opened and instead now houses the visitor experience for their Bulleit brand.Laser code :B1413213:09KBotle number F2613"
5114305,Pappy Van Winkle 15 Year Old Family Reserve 2019,1430,,2023-06-02,Buffalo Trace,15 Year Old,N/A,"Kentucky, USA",Official,N/A,53.5%,75cl,Operational,"Pappy Van Winkle 15 Year Old Family Reserve 2019The Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (son of the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out. This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.The teenager of this family of world-renowned American whiskies, now in incredibly high demand! Pappy Van Winkle Family Reserve 15 year old replaced the Old Rip Van Winkle of the same age in 2004.A historic distillery, Buffalo Trace was built in 1812 Harrison Blanton. It was then purchased by the legendary Edmund Haynes Taylor Jr in 1870, who named it OFC (Old Fashioned Copper) and invested heavily in its modernisation. So much so in fact that he declared himself bankrupt after just seven years, and George T. Stagg stepped in to rescue it, becoming its owner in 1878. He ran the distillery until his retirement in the 1890s, and it was renamed in his honour in 1904. Having survived Prohibition, it was bought up by the Schenley company in 1933, who ran it as part of their extensive portfolio for the next fifty years, eventually selling it to Age International. The latter's new Japanese ownership in 1992 had no interest in it (only in its brands), and immediately sold it to the Sazerac company, who renamed it Buffalo Trace in 1999.Laser Code: L192730109:33D"
5114307,Pappy Van Winkle 23 Year Old Family Reserve 2019,3500,,2023-06-02,George T. Stagg,23 Year Old,N/A,"Kentucky, USA",Official,N/A,95.6 US Proof / 47.8%,75cl,Operational,"Pappy Van Winkle 23 Year Old Family Reserve 2019The Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (son of the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out. This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.First bottled in 1998, this is the oldest release in the Pappy Van Winkle range and is matured for an incredible 23 years. This is now one of the most desirable, collectable and stunning bourbon whiskies in the world.This is the 2019 release, distilled at Buffalo Trace.A historic distillery, Buffalo Trace was built in 1812 Harrison Blanton. It was then purchased by the legendary Edmund Haynes Taylor Jr in 1870, who named it OFC (Old Fashioned Copper) and invested heavily in its modernisation. So much so in fact that he declared himself bankrupt after just seven years, and George T. Stagg stepped in to rescue it, becoming its owner in 1878. He ran the distillery until his retirement in the 1890s, and it was renamed in his honour in 1904. Having survived Prohibition, it was bought up by the Schenley company in 1933, who ran it as part of their extensive portfolio for the next fifty years, eventually selling it to Age International. The latter's new Japanese ownership in 1992 had no interest in it (only in its brands), and immediately sold it to the Sazerac company, who renamed it Buffalo Trace in 1999.Bottle number: , Laser code: L192670107;23M"
5115253,Pappy Van Winkle 20 Year Old Family Reserve 2015,2400,,2023-06-02,George T. Stagg,20 Year Old,N/A,"Kentucky, USA",Official,N/A,90.4 US PROOF / 45.2%,75cl,Operational,"Pappy Van Winkle 20 Year Old Family Reserve 2015The Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (son of the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out. This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.The teenager of this family of world-renowned American whiskies, now in incredibly high demand! Pappy Van Winkle Family Reserve 15 year old replaced the Old Rip Van Winkle of the same age in 2004.This is a 2015bottling.A historic distillery, Buffalo Trace was built in 1812 Harrison Blanton. It was then purchased by the legendary Edmund Haynes Taylor Jr in 1870, who named it OFC (Old Fashioned Copper) and invested heavily in its modernisation. So much so in fact that he declared himself bankrupt after just seven years, and George T. Stagg stepped in to rescue it, becoming its owner in 1878. He ran the distillery until his retirement in the 1890s, and it was renamed in his honour in 1904. Having survived Prohibition, it was bought up by the Schenley company in 1933, who ran it as part of their extensive portfolio for the next fifty years, eventually selling it to Age International. The latter's new Japanese ownership in 1992 had no interest in it (only in its brands), and immediately sold it to the Sazerac company, who renamed it Buffalo Trace in 1999."
5115909,Pappy Van Winkle 20 Year Old Family Reserve 2019,1950,,2023-06-02,Buffalo Trace,20 Year Old,,"Kentucky, USA",Official,,90.4 us Proof / 45.2%,75cl,Operational,"Pappy Van Winkle 20 Year Old Family Reserve 2019The Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (son of the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out. This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.The 20 year old has become quite legendary, particularly after the theft of 65 three-bottle cases in 2013. It is also the expression which first brought the Van Winkle brand to prominence after being awarded an unprecedented score of 99 at the Beverage Testing Institute in 1996.Now incredibly hard to find and even harder to buy from any retailer.This bottle is the 2019release.A historic distillery, Buffalo Trace was built in 1812 Harrison Blanton. It was then purchased by the legendary Edmund Haynes Taylor Jr in 1870, who named it OFC (Old Fashioned Copper) and invested heavily in its modernisation. So much so in fact that he declared himself bankrupt after just seven years, and George T. Stagg stepped in to rescue it, becoming its owner in 1878. He ran the distillery until his retirement in the 1890s, and it was renamed in his honour in 1904. Having survived Prohibition, it was bought up by the Schenley company in 1933, who ran it as part of their extensive portfolio for the next fifty years, eventually selling it to Age International. The latter's new Japanese ownership in 1992 had no interest in it (only in its brands), and immediately sold it to the Sazerac company, who renamed it Buffalo Trace in 1999.Bottle laser code: L192730110:29M"
7008974,Pappy Van Winkle 15 Year Old Family Reserve 2019,1850,,2023-09-01,Buffalo Trace,15 Year Old,N/A,"Kentucky, USA",Official,N/A,53.5%,75cl,Operational,"Pappy Van Winkle 15 Year Old Family Reserve 2019The Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (son of the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out. This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.The teenager of this family of world-renowned American whiskies, now in incredibly high demand! Pappy Van Winkle Family Reserve 15 year old replaced the Old Rip Van Winkle of the same age in 2004.A historic distillery, Buffalo Trace was built in 1812 Harrison Blanton. It was then purchased by the legendary Edmund Haynes Taylor Jr in 1870, who named it OFC (Old Fashioned Copper) and invested heavily in its modernisation. So much so in fact that he declared himself bankrupt after just seven years, and George T. Stagg stepped in to rescue it, becoming its owner in 1878. He ran the distillery until his retirement in the 1890s, and it was renamed in his honour in 1904. Having survived Prohibition, it was bought up by the Schenley company in 1933, who ran it as part of their extensive portfolio for the next fifty years, eventually selling it to Age International. The latter's new Japanese ownership in 1992 had no interest in it (only in its brands), and immediately sold it to the Sazerac company, who renamed it Buffalo Trace in 1999.Laser Code: L192730110:18D"
5108635,Pappy Van Winkle 20 Year Old Family Reserve 2019,2300,,2023-09-01,Buffalo Trace,20 Year Old,N/A,"Kentucky, USA",Official,N/A,90.4 us Proof / 45.2%,75cl,Operational,"Pappy Van Winkle 20 Year Old Family Reserve 2019The Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (son of the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out. This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.The 20 year old has become quite legendary, particularly after the theft of 65 three-bottle cases in 2013. It is also the expression which first brought the Van Winkle brand to prominence after being awarded an unprecedented score of 99 at the Beverage Testing Institute in 1996.Now incredibly hard to find and even harder to buy from any retailer.A historic distillery, Buffalo Trace was built in 1812 Harrison Blanton. It was then purchased by the legendary Edmund Haynes Taylor Jr in 1870, who named it OFC (Old Fashioned Copper) and invested heavily in its modernisation. So much so in fact that he declared himself bankrupt after just seven years, and George T. Stagg stepped in to rescue it, becoming its owner in 1878. He ran the distillery until his retirement in the 1890s, and it was renamed in his honour in 1904. Having survived Prohibition, it was bought up by the Schenley company in 1933, who ran it as part of their extensive portfolio for the next fifty years, eventually selling it to Age International. The latter's new Japanese ownership in 1992 had no interest in it (only in its brands), and immediately sold it to the Sazerac company, who renamed it Buffalo Trace in 1999.Bottle laser code:L192750115:15M"
5110480,Pappy Van Winkle 20 Year Old Family Reserve 2019,2200,1.0,2023-09-01,Buffalo Trace,20 Year Old,N/A,"Kentucky, USA",Official,N/A,90.4 us Proof / 45.2%,75cl,Operational,"Pappy Van Winkle 20 Year Old Family Reserve 2019The Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (son of the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out. This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.The 20 year old has become quite legendary, particularly after the theft of 65 three-bottle cases in 2013. It is also the expression which first brought the Van Winkle brand to prominence after being awarded an unprecedented score of 99 at the Beverage Testing Institute in 1996.Now incredibly hard to find and even harder to buy from any retailer.A historic distillery, Buffalo Trace was built in 1812 Harrison Blanton. It was then purchased by the legendary Edmund Haynes Taylor Jr in 1870, who named it OFC (Old Fashioned Copper) and invested heavily in its modernisation. So much so in fact that he declared himself bankrupt after just seven years, and George T. Stagg stepped in to rescue it, becoming its owner in 1878. He ran the distillery until his retirement in the 1890s, and it was renamed in his honour in 1904. Having survived Prohibition, it was bought up by the Schenley company in 1933, who ran it as part of their extensive portfolio for the next fifty years, eventually selling it to Age International. The latter's new Japanese ownership in 1992 had no interest in it (only in its brands), and immediately sold it to the Sazerac company, who renamed it Buffalo Trace in 1999.Bottle laser code:L192750115:15M"
7009399,Pappy Van Winkle 15 Year Old Family Reserve 2008,1800,1.0,2023-09-01,Buffalo Trace,15 Year Old,N/A,"Kentucky, USA",Official,N/A,107 us proof / 53.5%,70cl,Operational,"Pappy Van Winkle 15 Year Old Family Reserve 2008The Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (sonof the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out.This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.The teenager of this family of world-renowned American whiskies, now in incredibly high demand! Pappy Van Winkle Family Reserve 15 year old replaced the Old Rip Van Winkle of the same age in 2004.This is the 2008 bottling, distilled at Buffalo Trace.A historic distillery, Buffalo Trace was built in 1812 Harrison Blanton. It was then purchased by the legendary Edmund Haynes Taylor Jr in 1870, who named it OFC (Old Fashioned Copper) and invested heavily in its modernisation. So much so in fact that he declared himself bankrupt after just seven years, and George T. Stagg stepped in to rescue it, becoming its owner in 1878. He ran the distillery until his retirement in the 1890s, and it was renamed in his honour in 1904. Having survived Prohibition, it was bought up by the Schenley company in 1933, who ran it as part of their extensive portfolio for the next fifty years, eventually selling it to Age International. The latter's new Japanese ownership in 1992 had no interest in it (only in its brands), and immediately sold it to the Sazerac company, who renamed it Buffalo Trace in 1999.Bottle coder: K1760814:45"
7002078,Pappy Van Winkle 20 Year Old Family Reserve 2021,2200,,2023-09-01,Buffalo Trace,20 Year Old,N/A,"Kentucky, USA",Official,N/A,90.4 us Proof / 45.2%,75cl,Operational,"Pappy Van Winkle 20 Year Old Family Reserve 2021The Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (son of the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out. This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.The 20 year old has become quite legendary, particularly after the theft of 65 three-bottle cases in 2013. It is also the expression which first brought the Van Winkle brand to prominence after being awarded an unprecedented score of 99 at the Beverage Testing Institute in 1996.Now incredibly hard to find and even harder to buy from any retailer.This bottle is the 2021release.A historic distillery, Buffalo Trace was built in 1812 Harrison Blanton. It was then purchased by the legendary Edmund Haynes Taylor Jr in 1870, who named it OFC (Old Fashioned Copper) and invested heavily in its modernisation. So much so in fact that he declared himself bankrupt after just seven years, and George T. Stagg stepped in to rescue it, becoming its owner in 1878. He ran the distillery until his retirement in the 1890s, and it was renamed in his honour in 1904. Having survived Prohibition, it was bought up by the Schenley company in 1933, who ran it as part of their extensive portfolio for the next fifty years, eventually selling it to Age International. The latter's new Japanese ownership in 1992 had no interest in it (only in its brands), and immediately sold it to the Sazerac company, who renamed it Buffalo Trace in 1999.Bottle laser code: L212920115:32M"
